,Unnamed: 0,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,User_Satisfaction,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE
15166,15168,24.399,3033.0,0.0,0.0,-6.0,29.2,1.0,7282,6721,2203,242138,6374,7794
14300,14302,82.85499999999998,63636.0,0.0,0.0,-4.0,27.8,0.0,94190,2905,3633,147417,1492,8958
3076,3076,0.0,0.0,20.583,248.0,-4.0,29.0,0.0,66364,7827,1529,227073,4664,2637
16156,16159,45.794,42135.0,4.404,46.0,-6.0,29.8,1.0,127075,4742,2908,116031,3535,3783
19917,19920,3.508,26.0,0.0,0.0,-7.0,23.6,0.0,58034,4684,1488,246990,4801,1943
4431,4432,1754.942,333136.0,46.416,1720.0,-3.0,-19.8,1.0,2965,1823,506,150129,2971,9653
17515,17518,161.79699999999997,65524.0,74.11399999999998,5387.0,-6.0,25.8,0.0,125171,5968,2923,237412,2310,842
22283,22286,1794.0810000000001,1198450.0,121.49500000000003,7035.0,-6.0,29.2,1.0,87623,4073,2078,183734,227,8594
3105,3105,349.6930000000001,64646.0,0.0,0.0,-4.0,27.0,0.0,61279,7235,2752,193662,4602,9505
9072,9074,2.542,32.0,2.186,13.0,-7.0,17.2,1.0,95104,6022,842,153666,3147,9721
740,740,0.0,0.0,453.714,184651.0,-7.0,22.7,0.0,56644,4846,3085,245322,4782,5996
15761,15764,3.073,29.0,0.0,0.0,-3.0,22.3,1.0,95138,8740,2205,151312,2537,753
6446,6447,12.257,319.0,0.0,0.0,-7.0,25.4,0.0,91620,4377,1930,213559,2986,3789
21778,21781,431.977,263022.0,0.0,0.0,-4.0,-19.8,0.0,80821,5767,2106,62764,2532,8959
16631,16634,1125.251,597004.0,0.0,0.0,-3.0,3.2,1.0,42824,3781,1673,291273,1150,2845
5313,5314,311.5490000000001,240753.0,0.0,0.0,-7.0,22.4,0.0,35759,1329,1616,24095,2601,6330
450,450,132.951,66199.0,0.0,0.0,-7.0,25.6,1.0,5757,2459,3257,129972,3426,489
10926,10928,9.325,192.0,0.0,0.0,-3.0,-19.7,0.0,9286,2585,476,118186,4739,3126
3739,3739,4405.039000000002,860066.0,0.0,0.0,-4.0,-19.8,0.0,96560,761,1900,226039,4095,9947
5765,5766,1376.399,865885.0,619.255,222490.0,-3.0,-19.9,1.0,78946,8062,3275,18884,2148,3953
15653,15656,605.1350000000001,326599.0,0.0,0.0,-3.0,-19.8,0.0,96837,6782,133,4687,2892,2389
6233,6234,49.449,10763.0,514.377,38613.0,-6.0,-19.9,0.0,75924,3095,2431,195980,4144,2414
3939,3940,2.376,50.0,0.0,0.0,-3.0,-19.8,0.0,38333,9315,916,95891,6223,148
4477,4478,468.202,146427.0,0.0,0.0,-4.0,24.0,0.0,72598,8844,369,118088,4885,2555
306,306,408.73,396914.0,104.433,14323.0,-4.0,-19.8,0.0,74115,3602,3139,202020,6471,8287
11869,11871,0.0,0.0,110.67699999999998,9300.0,-8.0,22.7,0.0,98664,2981,3260,62885,424,8020
17370,17373,1140.5569999999998,1054760.0,29.825,15646.0,-7.0,26.8,0.0,101004,2316,4329,115796,2325,1166
12094,12096,2043.644,1378565.0,42.747,4406.0,-3.0,-19.8,0.0,81808,3087,3777,130883,914,9073
2914,2914,51.322,1355.0,0.0,0.0,-7.0,25.2,1.0,80609,3185,1917,229923,5387,2671
1340,1340,0.0,0.0,2.138,44.0,-5.0,21.0,1.0,40817,1446,3225,133222,4695,3497
4482,4483,36.762,7639.0,11.076,6284.0,-6.0,29.8,0.0,45750,4363,1810,54245,568,1288
4142,4143,118.008,37536.0,0.0,0.0,-5.0,28.6,0.0,88793,6445,283,220772,3577,881
1425,1425,154.08100000000005,49017.0,0.0,0.0,-7.0,19.2,0.0,110143,1775,1773,177129,4355,12425
15190,15192,2.266,22.0,0.0,0.0,-3.0,-19.8,1.0,79929,8280,1086,140125,1433,2305
13577,13579,354.646,243215.0,2.352,9.0,-7.0,29.6,0.0,47787,1648,2857,258009,6409,5496
13127,13129,122.848,97194.0,68.858,25359.0,-3.0,-19.8,0.0,22170,5478,1916,263733,2776,5291
5755,5756,15.779000000000002,116.0,0.0,0.0,-3.0,-19.8,1.0,50618,2690,2735,197991,2745,1529
2714,2714,179.378,77554.0,2.127,12.0,-6.0,25.8,0.0,91346,4603,4268,178551,4225,6531
11475,11477,121.344,95153.0,0.0,0.0,-6.0,26.2,0.0,63867,2016,1164,204461,3603,4356
4014,4015,2.41,80.0,0.0,0.0,-8.0,9.0,0.0,58324,4746,1303,215320,2961,6421
2366,2366,739.4730000000002,248142.0,37.607,8316.0,-5.0,-19.9,1.0,64909,4068,417,13077,2348,1490
14992,14994,31.127,4345.0,0.0,0.0,-6.0,28.8,0.0,123228,3139,237,124323,4739,5635
2827,2827,419.324,170828.0,0.0,0.0,-6.0,22.8,0.0,41148,179,1210,178544,2774,84
13365,13367,5.66,43.0,106.043,23856.0,-4.0,27.7,1.0,3476,4119,2596,223091,2886,12528
12532,12534,250.304,90747.0,0.0,0.0,-3.0,29.6,1.0,43185,3076,536,146062,3405,2317
4004,4005,25522.437,5343275.0,32.147,14485.0,-8.0,11.0,0.0,58114,3118,2723,238291,469,4216
5173,5174,569.077,384397.0,389.819,76598.0,-7.0,17.6,1.0,131452,2044,2064,183716,3795,3193
16866,16869,5.65,1174.0,0.0,0.0,-6.0,24.4,0.0,40139,7279,1732,180939,4551,857
19816,19819,14.712,491.0,0.0,0.0,-3.0,13.5,1.0,27965,5177,51,58802,2821,5147
22668,22671,3362.72,1180897.0,770.8360000000001,73020.0,-8.0,-19.9,0.0,95589,7786,826,299599,2045,12712
4668,4669,435.591,106756.0,268.957,43723.0,-4.0,29.4,1.0,62468,5836,407,32501,4224,9691
6709,6710,0.0,0.0,503.954,45419.0,-5.0,24.0,1.0,106857,875,267,200912,1194,1745
20572,20575,0.0,0.0,33.798,3916.0,-9.0,11.6,0.0,53861,3394,879,177056,3177,1784
15225,15227,5.880000000000001,3857.0,0.0,0.0,-6.0,25.6,1.0,21805,3911,2223,117316,1950,3931
9702,9704,31.691,9510.0,0.0,0.0,-5.0,-19.9,0.0,96515,3110,566,225513,3900,2844
18230,18233,1617.175,898074.0,142.67700000000005,12591.0,-3.0,-19.7,0.0,50934,4534,1710,217181,2182,1954
6536,6537,621.871,236675.0,0.0,0.0,-6.0,29.8,0.0,56883,2888,488,133656,4308,8373
3108,3108,18.307,198.0,7.9,113.0,-5.0,29.0,1.0,97317,4624,598,57815,5820,5347
21458,21461,322.79600000000005,158389.0,71.23400000000002,5907.0,-3.0,-19.8,1.0,84370,5007,4609,187644,1432,12023
4049,4050,688.192,218445.0,23.993,6906.0,-4.0,-19.9,0.0,85358,5857,384,197634,2067,7353
19221,19224,326.518,306701.0,0.0,0.0,-6.0,28.6,1.0,44596,3849,2851,185524,2559,4989
15380,15383,0.0,0.0,430.609,119607.0,-7.0,25.2,0.0,85805,7104,942,188017,4475,9971
9812,9814,9.038,174.0,10.106,1135.0,-4.0,-19.9,0.0,73112,4337,3259,3375,3243,4772
23541,23544,854.927,811422.0,0.0,0.0,-5.0,-19.8,1.0,32020,3520,181,223720,4064,5646
6944,6945,126.26,26860.0,26.953000000000007,2500.0,-6.0,28.5,1.0,54949,3716,1965,149566,1588,3145
10917,10919,67.001,55302.0,153.999,24097.0,-3.0,-19.9,1.0,35390,9580,3638,291295,4058,4676
3924,3925,2.539,37.0,0.0,0.0,-7.0,26.0,0.0,116373,355,3821,252023,231,2973
21414,21417,2704.9339999999993,1240003.0,9.343,866.0,-7.0,26.0,0.0,99540,4561,605,125657,4464,4499
1397,1397,44.382,12630.0,0.0,0.0,-5.0,-19.8,1.0,58309,3686,2337,114603,2232,3973
1354,1354,226.31,137802.0,0.0,0.0,-7.0,29.2,0.0,89397,2834,4478,116205,352,2612
9625,9627,4276.614000000001,2763627.0,47.274,3871.0,-3.0,-19.8,0.0,96524,2414,1802,109019,2858,5328
18341,18344,50.933,14805.0,0.0,0.0,-7.0,29.0,0.0,87676,3582,543,221076,1853,4405
7369,7370,141.579,166994.0,8.94,335.0,-3.0,-19.8,0.0,64783,8366,630,131337,2195,9401
1278,1278,36.938,56406.0,0.0,0.0,-5.0,-19.8,0.0,726,1958,1065,146759,1582,6044
9130,9132,97.164,36160.0,0.0,0.0,-7.0,23.6,1.0,32103,8607,2858,174696,3723,2328
8167,8168,8.505,1023.0,242.171,70118.0,-4.0,-19.8,0.0,82294,1658,1953,170122,1771,2988
10186,10188,4909.803,3226626.0,2089.474,515558.0,-3.0,-19.8,0.0,71335,346,3714,164330,6359,5018
12005,12007,7.661,72.0,0.0,0.0,-6.0,28.4,0.0,71041,4756,222,58073,2292,1956
22259,22262,466.45200000000006,422511.0,0.0,0.0,-3.0,29.8,0.0,81909,91,992,59131,5725,675
2855,2855,242.251,62900.0,568.4,33421.0,-7.0,27.4,0.0,91436,1149,332,240512,3706,4380
19341,19344,2352.7570000000005,433869.0,4181.785000000002,648660.0,-5.0,-19.9,0.0,109727,4116,2773,161616,1199,9139
5488,5489,100.398,31329.0,46.183,6863.0,-3.0,-19.8,1.0,54447,5400,360,142160,6383,7234
10872,10874,17.177,210.0,0.0,0.0,-7.0,28.4,0.0,90680,7818,1991,20736,4577,8308
20355,20358,119.645,28522.0,78.77600000000002,3056.0,-4.0,29.6,0.0,63549,5023,1160,4315,2835,3833
3403,3403,2.423,10.0,0.0,0.0,-3.0,-19.8,0.0,98999,6262,2781,142503,861,3829
17880,17883,1816.7460000000005,261574.0,34.903,7777.0,-4.0,-19.9,0.0,57717,6090,1901,110158,4714,777
3527,3527,297.132,149964.0,0.0,0.0,-4.0,-19.8,0.0,76454,5895,1584,168905,2659,5756
15320,15323,91.19699999999996,51817.0,0.0,0.0,-3.0,26.0,1.0,97205,7850,1426,32314,2142,2981
11206,11208,492.228,447668.0,0.0,0.0,-4.0,-19.8,0.0,64180,6112,3109,41224,6250,6631
23192,23195,141.565,123248.0,0.0,0.0,-7.0,20.0,1.0,5980,4096,1804,205479,3422,106
5404,5405,1091.018,268912.0,121.243,11226.0,-5.0,-19.8,1.0,51783,5812,3154,217909,871,5487
2848,2848,1009.95,360594.0,58.014,5910.0,-3.0,29.6,1.0,85185,2560,1962,67663,3780,7015
13795,13797,18.619,5802.0,13.136,184.0,-6.0,28.5,1.0,40308,8416,3707,192094,598,8654
16787,16790,925.095,240945.0,181.569,20033.0,-5.0,-19.8,1.0,135911,3411,805,239655,2579,241
20528,20531,212.338,97847.0,0.0,0.0,-3.0,-19.8,1.0,87317,1264,4832,15045,6915,10147
23060,23063,274.15,165885.0,509.39600000000013,103759.0,-5.0,-19.9,0.0,68265,1757,1281,158282,1514,2839
3074,3074,131.756,51469.0,100.526,22557.0,-6.0,26.2,1.0,48917,5544,3552,122048,2977,2789
12439,12441,15.405999999999999,256.0,0.0,0.0,-6.0,24.7,1.0,69384,2464,2286,63968,3058,9232
14285,14287,79.25399999999998,24039.0,0.0,0.0,-7.0,26.0,0.0,51874,3819,4867,162037,2121,8313
15748,15751,0.0,0.0,82.874,4986.0,-3.0,20.2,1.0,97792,6266,2307,106973,379,4965
20766,20769,2.353,55.0,0.0,0.0,-6.0,28.2,0.0,53581,4704,4170,17742,1723,4663
4406,4407,20.761,8933.0,0.0,0.0,-4.0,-19.8,0.0,43343,1978,1016,191972,2570,11330
12210,12212,516.1680000000001,200418.0,620.087,26266.0,-7.0,-19.9,1.0,139924,56,3732,284993,4006,334
10718,10720,2.162,32.0,0.0,0.0,-7.0,26.0,0.0,81884,5358,3884,198944,2910,2712
5397,5398,180.577,77110.0,0.0,0.0,-7.0,21.0,0.0,112840,2594,1144,160380,2036,737
19656,19659,440.145,140326.0,0.0,0.0,-4.0,29.0,0.0,83053,4939,1165,195169,2469,8053
10580,10582,44.347,70950.0,0.0,0.0,-7.0,10.2,0.0,69251,4802,1858,134090,4117,8306
21959,21962,49.38099999999999,14229.0,0.0,0.0,-6.0,29.4,0.0,44202,222,2496,215698,402,1862
6584,6585,196.472,55946.0,0.0,0.0,-4.0,-19.9,0.0,25113,1927,2299,103847,4029,4571
18669,18672,9.723,878.0,13.083,338.0,-6.0,29.7,0.0,51510,2416,1769,99499,3231,9345
14138,14140,329.69599999999997,148480.0,156.86100000000005,19961.0,-9.0,-19.9,1.0,90054,1096,2897,211810,4803,11058
22159,22162,59.81400000000001,47481.0,2.219,155.0,-5.0,-19.8,0.0,105496,6010,3199,198000,2285,374
15815,15818,771.66,190293.0,43.27200000000001,6317.0,-3.0,-19.8,1.0,83267,4591,3102,149873,3125,4291
7626,7627,10.638,986.0,0.0,0.0,-7.0,25.2,0.0,25198,5801,454,7184,1484,6333
23419,23422,373.6700000000001,100659.0,0.0,0.0,-4.0,27.8,0.0,131827,9833,1703,127176,4008,1945
13636,13638,141.44799999999995,60001.0,0.0,0.0,-4.0,-19.8,1.0,60949,4573,1563,167908,98,4368
10746,10748,6.244,142.0,0.0,0.0,-5.0,26.6,1.0,81009,6888,3128,158049,3257,649
1236,1236,0.0,0.0,2.077,82.0,-5.0,12.0,1.0,47523,4247,2523,179434,2361,3156
5268,5269,4.504,72.0,0.0,0.0,-7.0,-20.0,0.0,31078,2588,2484,20539,549,987
10244,10246,17.323,195.0,2.138,7.0,-3.0,26.0,0.0,71508,3233,2457,175408,2140,2267
17219,17222,210.003,88281.0,0.0,0.0,-4.0,-19.8,0.0,91331,4487,949,161751,1401,6958
18777,18780,0.0,0.0,25.660999999999998,7088.0,-5.0,25.7,1.0,1299,1112,4662,18919,373,1229
7655,7656,20.332,750.0,0.0,0.0,-4.0,20.5,1.0,118282,9950,786,146510,2121,8141
18683,18686,51.823,25233.0,5.5630000000000015,87.0,-6.0,27.6,1.0,69627,499,989,111241,5595,135
19520,19523,486.31700000000006,118890.0,0.0,0.0,-7.0,21.6,1.0,37767,2661,1971,68566,4469,2298
12637,12639,55.01299999999999,9424.0,0.0,0.0,-8.0,-19.9,0.0,89532,1628,262,151098,124,2688
5025,5026,1472.687,775772.0,12.251,2488.0,-6.0,28.2,0.0,87670,2836,1010,218591,3148,6011
7986,7987,333.537,70938.0,0.0,0.0,-7.0,27.2,0.0,112441,7886,3519,207481,4830,4572
15303,15306,448.26000000000016,199562.0,250.74099999999999,39662.0,-7.0,-19.8,0.0,63292,6623,2195,204446,2464,4857
16751,16754,131.156,28401.0,0.0,0.0,-3.0,20.0,0.0,98047,3419,1926,75104,2182,4228
4031,4032,286.023,43987.0,687.94,121623.0,-8.0,9.7,0.0,1885,220,2353,126867,2397,9681
22011,22014,22.845,9064.0,38.981,6070.0,-6.0,27.6,0.0,96250,6755,1011,204238,2765,5193
14091,14093,5455.05,1671800.0,272.571,23717.0,-7.0,28.6,0.0,78790,1756,1755,216176,3732,3162
1415,1415,9.433,196.0,0.0,0.0,-7.0,22.8,0.0,103659,9852,476,209055,4603,1320
21356,21359,68.03699999999999,9535.0,0.0,0.0,-5.0,29.0,0.0,82843,2454,1853,269759,2788,4104
102,102,39.414,17916.0,0.0,0.0,-6.0,-19.8,1.0,78993,2164,3281,121533,4728,3563
21380,21383,232.669,91042.0,58.46600000000001,4814.0,-8.0,19.3,0.0,95001,2345,2290,186596,1801,9538
16904,16907,234.80300000000003,177645.0,0.0,0.0,-6.0,29.0,0.0,144812,8101,2783,201537,1194,6560
777,777,0.0,0.0,3.3760000000000003,54.0,-5.0,23.0,0.0,87859,399,1582,223051,6439,2549
18483,18486,155.07999999999996,95312.0,0.0,0.0,-8.0,17.0,1.0,36252,3406,73,7047,264,9973
3429,3429,17.164,1942.0,0.0,0.0,-3.0,-19.8,0.0,45833,1501,1468,182056,2266,8527
9420,9422,50.723,19558.0,0.0,0.0,-3.0,-19.8,0.0,143864,2311,1319,213099,3128,7603
8426,8427,13.759,9183.0,0.0,0.0,-3.0,-19.8,1.0,87,1901,563,206110,6177,8045
12520,12522,24.612,299.0,0.0,0.0,-7.0,16.2,0.0,137498,2297,1544,125858,194,9123
7989,7990,9.915,1749.0,0.0,0.0,-10.0,-19.9,1.0,85531,3414,2760,136050,3554,4591
8774,8775,791.809,252099.0,0.0,0.0,-3.0,-19.8,0.0,96075,3440,270,155864,3892,638
13659,13661,20.96,581.0,0.0,0.0,-5.0,-19.8,1.0,74942,7869,3324,189839,3876,6194
2536,2536,2147.1,1558070.0,79.408,33631.0,-7.0,22.2,0.0,99330,5636,2902,21710,4329,3314
22463,22466,13.832,3715.0,0.0,0.0,-6.0,25.6,0.0,47805,329,167,145903,2028,4394
14456,14458,123.38599999999998,167550.0,452.57199999999995,126132.0,-5.0,16.8,0.0,67726,608,2974,190012,4149,13619
5380,5381,13.927,376.0,4.897,116.0,-4.0,-19.8,1.0,66746,2098,1551,100965,2025,9291
10505,10507,4.59,71.0,0.0,0.0,-6.0,27.4,0.0,34918,3782,1375,100964,3196,339
15352,15355,314.41099999999994,182848.0,63.495,11875.0,-6.0,25.6,1.0,91431,354,2477,323,612,9198
12236,12238,84.11500000000002,26084.0,24.318,2335.0,-4.0,26.0,0.0,92805,192,2498,218743,4092,4272
14381,14383,136.795,88446.0,77.06299999999997,31220.0,-3.0,27.4,0.0,80323,3771,37,222041,3289,5803
4984,4985,4.628,43.0,0.0,0.0,-3.0,26.0,1.0,3928,4652,1476,130604,140,949
15707,15710,1116.2020000000002,573044.0,777.8750000000001,121219.0,-4.0,-19.8,1.0,4831,5055,1288,168837,2128,9534
8779,8780,9.52,117.0,6.398,91.0,-7.0,23.6,1.0,78180,3652,3239,201275,612,7648
9857,9859,123.644,53416.0,144.148,27257.0,-7.0,28.8,1.0,55192,4488,487,165394,4266,9607
22579,22582,783.3190000000003,688320.0,4.255,63.0,-3.0,-19.8,0.0,84405,6868,930,117398,579,69
172,172,4.272,133.0,0.0,0.0,-7.0,21.0,0.0,56664,3920,4523,207858,3591,2908
1778,1778,157.326,35157.0,0.0,0.0,-3.0,29.2,0.0,107394,1632,1638,169047,3225,2002
7453,7454,143.505,109995.0,2.679,35.0,-3.0,-19.8,1.0,37705,1866,1044,58792,4489,1346
13343,13345,1213.349,580578.0,0.0,0.0,-3.0,26.6,1.0,59851,4690,3446,180182,6820,1146
15523,15526,7.1629999999999985,8974.0,0.0,0.0,-6.0,29.8,0.0,76227,3719,1418,145001,6682,10660
2628,2628,2.121,39.0,0.0,0.0,-6.0,29.6,0.0,70260,4368,3934,163706,3164,5271
822,822,47.733,34600.0,0.0,0.0,-6.0,27.4,0.0,128905,725,1529,191979,1271,2581
6394,6395,19.754,10862.0,0.0,0.0,-7.0,24.2,0.0,93190,1542,1193,294522,2202,3447
5143,5144,4413.729,610788.0,503.23800000000006,66060.0,-7.0,-19.9,1.0,20039,3744,899,154157,1687,4654
23706,23709,51.29600000000001,3617.0,0.0,0.0,-7.0,29.0,0.0,38748,8441,340,131211,2627,4236
10622,10624,324.659,201499.0,47.178,29302.0,-7.0,26.4,0.0,85734,2704,861,161091,1109,2379
17194,17197,32.053000000000004,340.0,0.0,0.0,-6.0,29.0,0.0,66924,4143,1019,257302,3513,3938
20615,20618,87.07199999999996,33061.0,0.0,0.0,-6.0,23.6,0.0,89488,2853,3178,125180,2700,8799
19641,19644,248.229,55474.0,0.0,0.0,-5.0,-20.0,0.0,129694,661,1751,161581,4500,5115
7870,7871,9.6,3910.0,0.0,0.0,-7.0,26.7,1.0,120387,5620,2966,107179,2225,4385
8000,8001,53.794,11079.0,13.496,881.0,-5.0,-19.9,0.0,65620,5305,721,231778,3038,7844
23052,23055,85.36,27530.0,0.0,0.0,-4.0,-19.9,0.0,134465,81,2238,237990,6890,2826
20855,20858,5.773,213.0,0.0,0.0,-6.0,28.6,0.0,87553,2826,2757,232022,4731,10282
2969,2969,1004.483,285829.0,3.393,67.0,-4.0,-19.8,1.0,110580,2705,946,136322,4071,4561
22686,22689,19.679,1315.0,0.0,0.0,-5.0,-19.8,1.0,79687,3684,3331,222261,2419,5339
17780,17783,2669.975000000001,1139527.0,0.0,0.0,-7.0,28.2,1.0,40982,8971,2447,179413,4565,329
3991,3992,287.244,128099.0,3.384,134.0,-7.0,14.0,0.0,81792,817,1505,96627,5419,479
2308,2308,130.082,11350.0,159.762,8710.0,-6.0,25.4,1.0,53463,2530,1184,163091,1148,5699
7580,7581,28.361,15970.0,22.989,1742.0,-7.0,22.6,1.0,142456,4150,3494,207969,4856,509
11503,11505,135.154,13543.0,0.0,0.0,-8.0,23.2,0.0,73049,5949,2103,199097,4533,6066
13747,13749,3749.7290000000003,1746891.0,20.795,439.0,-7.0,29.4,0.0,74318,4570,4384,156060,1588,1440
3877,3878,24.019,1376.0,0.0,0.0,-8.0,26.0,0.0,94247,3234,861,212277,1236,7137
6231,6232,186.23,32186.0,0.0,0.0,-4.0,-19.8,0.0,86814,1686,3042,211087,2732,195
18729,18732,21.759,12475.0,0.0,0.0,-6.0,-19.9,0.0,103820,4589,1131,137061,5448,630
22627,22630,53.4,45506.0,5.425,101.0,-3.0,26.4,0.0,53436,2567,4813,125420,486,1518
11035,11037,252.093,61391.0,0.0,0.0,-7.0,18.8,0.0,49502,2795,2988,112052,3273,1202
14622,14624,1044.3280000000002,736930.0,220.47800000000004,19414.0,-4.0,26.4,1.0,98309,3726,2296,100662,3095,11030
20124,20127,9.191,2034.0,0.0,0.0,-4.0,24.2,0.0,84267,5526,1780,290892,5372,9149
21963,21966,300.87500000000006,53604.0,8.633000000000001,94.0,-6.0,23.4,1.0,84673,1908,712,90653,6426,42
807,807,3000.528,1914004.0,2.526,56.0,-4.0,28.0,1.0,107103,5372,1621,141925,3985,3325
6211,6212,2.366,40.0,0.0,0.0,-6.0,23.6,0.0,81552,3495,1682,121652,25,5602
9139,9141,39.94,8257.0,9.249,308.0,-3.0,24.2,1.0,62022,1270,2234,9789,2832,1507
8195,8196,50.257,22610.0,0.0,0.0,-4.0,22.0,0.0,70457,4014,2347,191565,3986,93
22723,22726,1331.2169999999996,597044.0,0.0,0.0,-7.0,20.0,1.0,107129,1941,1552,110146,3883,8726
14981,14983,2.575,62.0,0.0,0.0,-6.0,29.4,0.0,46109,5791,1698,136258,3956,6098
5233,5234,85.23899999999998,6282.0,0.0,0.0,-3.0,-19.8,0.0,75521,4538,2582,292535,151,7577
3574,3574,24.406,11985.0,0.0,0.0,-3.0,-19.8,0.0,30261,1455,2416,196268,6688,4625
12421,12423,52.59100000000001,30063.0,0.0,0.0,-3.0,28.4,0.0,72169,1678,481,81942,356,6179
15718,15721,846.7080000000002,368852.0,0.0,0.0,-7.0,21.0,1.0,69015,7552,1698,144229,3243,944
23581,23584,67.15100000000001,32058.0,0.0,0.0,-3.0,-19.8,0.0,110072,7408,1549,130951,1334,11349
2193,2193,104.898,33301.0,14.994000000000002,5170.0,-5.0,-19.8,0.0,39533,2761,2633,151793,475,3589
1375,1375,3.033,43.0,0.0,0.0,-7.0,20.4,0.0,80457,9276,637,132144,5073,5933
18372,18375,13.755999999999998,4670.0,14.975,239.0,-6.0,-19.9,1.0,109848,9486,3624,158921,3198,9850
16241,16244,2.187,33.0,0.0,0.0,-6.0,28.2,0.0,37303,4745,433,120564,2696,14919
1291,1291,12.091,1111.0,141.732,70192.0,-3.0,27.8,0.0,104201,2962,132,136713,6748,1080
16278,16281,133.537,91583.0,3.3760000000000003,46.0,-3.0,-19.8,0.0,108709,1124,4789,142867,851,9961
23164,23167,951.704,407242.0,0.0,0.0,-7.0,28.0,0.0,57890,2265,2739,168770,3762,1813
7464,7465,642.203,487458.0,0.0,0.0,-3.0,-19.8,1.0,119335,3267,3095,188144,3834,7062
2824,2824,206.848,453566.0,0.0,0.0,-6.0,29.6,1.0,46659,4548,1930,243482,3608,6421
9074,9076,39.377,26823.0,0.0,0.0,-5.0,27.0,0.0,70688,5305,2444,138489,1628,2400
3472,3472,73.265,48970.0,0.0,0.0,-6.0,-19.9,0.0,134280,5385,1885,247041,3680,572
10051,10053,3.188,51.0,0.0,0.0,-7.0,22.4,0.0,53275,4409,3573,75689,2503,2347
10065,10067,146.28,97447.0,0.0,0.0,-7.0,28.0,0.0,91915,5059,874,246229,2723,20
1529,1529,69.782,16988.0,0.0,0.0,-5.0,20.0,0.0,85198,7412,672,122074,3443,8229
6609,6610,1398.5479999999998,395907.0,0.0,0.0,-4.0,22.8,0.0,72684,3142,1801,128508,3592,1679
3998,3999,0.0,0.0,1736.475,807796.0,-6.0,21.0,0.0,76235,9039,1459,6071,5323,8645
10822,10824,2.162,22.0,0.0,0.0,-7.0,20.2,0.0,93270,2287,2510,110881,2152,5847
21599,21602,30.468000000000004,7487.0,11.431,492.0,-4.0,-19.8,1.0,119977,6612,1889,211786,5347,1491
19545,19548,35.961999999999996,8309.0,0.0,0.0,-7.0,20.2,1.0,90266,1711,2478,138479,6025,1232
22988,22991,676.87,278081.0,301.93,36135.0,-7.0,26.8,1.0,92362,2930,1913,257800,1683,6929
5731,5732,7.081,205.0,0.0,0.0,-5.0,27.0,0.0,47274,1816,4272,287096,3928,6216
12129,12131,1399.9280000000006,984377.0,16.4,1704.0,-3.0,-19.8,0.0,80149,114,1509,138787,198,9664
23552,23555,3550.3140000000008,2766993.0,28.967,7536.0,-6.0,29.6,0.0,124043,5850,2954,226769,3908,4050
23381,23384,765.5430000000001,719717.0,3.3360000000000003,61.0,-3.0,28.0,0.0,21629,6645,473,187153,4883,1072
11031,11033,2.226,35.0,0.0,0.0,-7.0,-19.9,0.0,80323,3166,2468,242025,2213,2299
18684,18687,21.654,125.0,0.0,0.0,-4.0,26.0,0.0,32280,7963,163,159405,4497,1904
3313,3313,1660.922,762589.0,0.0,0.0,-3.0,28.0,0.0,85427,8818,3319,229886,2061,4159
33,33,7.3439999999999985,243.0,0.0,0.0,-4.0,2.4,0.0,76802,3588,1368,156402,5007,9451
7721,7722,839.5260000000002,140946.0,0.0,0.0,-6.0,-19.8,0.0,60218,4796,883,130220,4071,1871
549,549,2.334,33.0,0.0,0.0,-4.0,-19.8,0.0,104427,2526,3100,131260,5271,1765
15643,15646,2.079,37.0,0.0,0.0,-9.0,11.0,1.0,61130,5063,1528,167441,185,359
946,946,92.78,94632.0,555.1619999999998,274827.0,-6.0,28.6,0.0,42387,5431,4784,155896,6469,1901
536,536,0.0,0.0,3.569,0.0,-7.0,26.2,0.0,63295,3593,476,191983,2317,13175
16582,16585,5582.4410000000025,1802140.0,539.0269999999998,110988.0,-4.0,-19.8,0.0,106412,4633,1101,115727,4616,4797
19848,19851,6027.141,2893259.0,654.7040000000002,86006.0,-4.0,-19.8,1.0,48751,6670,1393,214259,1397,2012
16047,16050,5.914999999999999,23.0,0.0,0.0,-3.0,29.0,1.0,98770,3935,2848,167998,1912,7840
13147,13149,0.0,0.0,4.262,76.0,-3.0,-19.9,0.0,73286,3122,3844,284117,1698,2531
1751,1751,23.195,19589.0,0.0,0.0,-3.0,-19.8,1.0,94132,4367,231,226351,2968,5198
1436,1436,846.084,452474.0,464.435,87455.0,-5.0,-19.8,0.0,82654,5158,2800,259361,3553,7198
8897,8899,238.446,211501.0,340.6690000000001,36856.0,-6.0,27.2,0.0,99854,5046,1152,228769,1554,9118
8045,8046,0.0,0.0,68.14,20083.0,-7.0,25.2,0.0,50320,3646,75,191861,1740,1531
8624,8625,41.127,9131.0,0.0,0.0,-7.0,26.0,0.0,2458,2579,3011,296346,4043,4475
10676,10678,291.698,191167.0,0.0,0.0,-6.0,26.2,1.0,75387,170,1568,100990,3067,7427
